Palavra-Chave,Respostas
turmas,"🙎🏽 *Turma Recursal*

E-mail: turma.recursal.ba@trf1.jus.br 

(71) 3616-4678 - 09h às 14h
(71) 3616-4679 - 14h às 18h

Balcão Virtual: *09 às 16h* https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-TurmaRecursal 

Acesse mais canais de comunicação da Turma Recursal no link: https://www.trf1.jus.br/sjba/turmas-recursais/turmas-recursais-bahia.htm"
trs,"🙎🏽 *Turma Recursal*

E-mail: turma.recursal.ba@trf1.jus.br 

(71) 3616-4678 - 09h às 14h
(71) 3616-4679 - 14h às 18h

Balcão Virtual: *09 às 16h* https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-TurmaRecursal 

Acesse mais canais de comunicação da Turma Recursal no link: https://www.trf1.jus.br/sjba/turmas-recursais/turmas-recursais-bahia.htm"
01tr,"🙎🏽 *Turma Recursal*

E-mail: turma.recursal.ba@trf1.jus.br 

(71) 3616-4678 - 09h às 14h
(71) 3616-4679 - 14h às 18h

Balcão Virtual: *09 às 16h* https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-TurmaRecursal 

Acesse mais canais de comunicação da Turma Recursal no link: https://www.trf1.jus.br/sjba/turmas-recursais/turmas-recursais-bahia.htm"
02tr,"🙎🏽 *Turma Recursal*

E-mail: turma.recursal.ba@trf1.jus.br 

(71) 3616-4678 - 09h às 14h
(71) 3616-4679 - 14h às 18h

Balcão Virtual: *09 às 16h* https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-TurmaRecursal 

Acesse mais canais de comunicação da Turma Recursal no link: https://www.trf1.jus.br/sjba/turmas-recursais/turmas-recursais-bahia.htm"
03tr,"🙎🏽 *Turma Recursal*

E-mail: turma.recursal.ba@trf1.jus.br 

(71) 3616-4678 - 09h às 14h
(71) 3616-4679 - 14h às 18h

Balcão Virtual: *09 às 16h* https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-TurmaRecursal 

Acesse mais canais de comunicação da Turma Recursal no link: https://www.trf1.jus.br/sjba/turmas-recursais/turmas-recursais-bahia.htm"
04tr,"🙎🏽 *Turma Recursal*

E-mail: turma.recursal.ba@trf1.jus.br 

(71) 3616-4678 - 09h às 14h
(71) 3616-4679 - 14h às 18h

Balcão Virtual: *09 às 16h* https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-TurmaRecursal 

Acesse mais canais de comunicação da Turma Recursal no link: https://www.trf1.jus.br/sjba/turmas-recursais/turmas-recursais-bahia.htm"
turmas recursais,"🙎🏽 *Turma Recursal*

E-mail: turma.recursal.ba@trf1.jus.br 

(71) 3616-4678 - 09h às 14h
(71) 3616-4679 - 14h às 18h

Balcão Virtual: *09 às 16h* https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-TurmaRecursal 

Acesse mais canais de comunicação da Turma Recursal no link: https://www.trf1.jus.br/sjba/turmas-recursais/turmas-recursais-bahia.htm"
feriado,🙎🏽 Tenha acesso à *Tabela de Feriados* da Seção Judiciária da Bahia no link https://www.trf1.jus.br/sjba/institucional/expediente-forense
feriados,🙎🏽 Tenha acesso à *Tabela de Feriados* da Seção Judiciária da Bahia no link https://www.trf1.jus.br/sjba/institucional/expediente-forense
Câmera Previdenciária,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
camera previdenciaria,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
camara,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
crp,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
Câmara Previdenciária,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
camara previdenciaria,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
camera,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
câmara,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
câmera,"🙎🏽 *Câmara Regional Previdenciária*

E-mail: cecat.crp.ba@trf1.jus.br 

Telefone: 
(71) 3617-9130 - 10h às 17h

*Link para contato: https://www.trf1.jus.br/trf1/crp---camaras-regionais-previdenciarias/contatos 

*_Os prazos dos processos físicos podem estar suspensos!_* Verifique no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
prazos suspensos,🙎🏽 Acesse a aba AVISOS no Portal da SJBA para ter informações acerca da *suspensão dos prazos processuais*. https://www.trf1.jus.br/sjba/imprensa/avisos
suspensão,🙎🏽 Acesse a aba AVISOS no Portal da SJBA para ter informações acerca da *suspensão dos prazos processuais*. https://www.trf1.jus.br/sjba/imprensa/avisos
prazos processuais,🙎🏽 Acesse a aba AVISOS no Portal da SJBA para ter informações acerca da *suspensão dos prazos processuais*. https://www.trf1.jus.br/sjba/imprensa/avisos
prazos estão suspensos,🙎🏽 Acesse a aba AVISOS no Portal da SJBA para ter informações acerca da *suspensão dos prazos processuais*. https://www.trf1.jus.br/sjba/imprensa/avisos
suspensos,🙎🏽 Acesse a aba AVISOS no Portal da SJBA para ter informações acerca da *suspensão dos prazos processuais*. https://www.trf1.jus.br/sjba/imprensa/avisos
prazos,🙎🏽 Acesse a aba AVISOS no Portal da SJBA para ter informações acerca da *suspensão dos prazos processuais*. https://www.trf1.jus.br/sjba/imprensa/avisos
prazo,🙎🏽 Acesse a aba AVISOS no Portal da SJBA para ter informações acerca da *suspensão dos prazos processuais*. https://www.trf1.jus.br/sjba/imprensa/avisos
funcionamento,"🙎🏽 A Justiça Federal na Bahia funciona com *atendimento ao público externo no horário das 09h às 16h*. 


Clique no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/plantao-judicial-atendimento-ao-publico-externo e acesse os *canais de atendimento disponíveis*.

‼️ Acompanhe as novas informações através da aba _AVISOS_ no Portal da SJBA: https://www.trf1.jus.br/sjba/imprensa/avisos"
atendimento,"🙎🏽 A Justiça Federal na Bahia funciona com *atendimento ao público externo no horário das 09h às 16h*. 


Clique no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/plantao-judicial-atendimento-ao-publico-externo e acesse os *canais de atendimento disponíveis*.

‼️ Acompanhe as novas informações através da aba _AVISOS_ no Portal da SJBA: https://www.trf1.jus.br/sjba/imprensa/avisos"
atendimento on line,"🙎🏽 Clique no link https://www.trf1.jus.br/sjba/servicos/balcao-virtual---atendimento-das-09-as-16h  e acesse o *balcão virtual* de atendimento da Vara onde tramita o seu processo, ou digite *Vara*.

Para mais canais de atendimento, acesse https://www.trf1.jus.br/sjba/atendimento/plantao-judicial-atendimento-ao-publico-externo"
falar com atendente,"🙎🏽 Clique no link https://www.trf1.jus.br/sjba/servicos/balcao-virtual---atendimento-das-09-as-16h  e acesse o *balcão virtual* de atendimento da Vara onde tramita o seu processo, ou digite *Vara*.

Para mais canais de atendimento, acesse https://www.trf1.jus.br/sjba/atendimento/plantao-judicial-atendimento-ao-publico-externo"
corregedoria,"🙎🏽  Para ter acesso aos canais de comunicação da *Corregedoria Regional*, clique no link https://www.trf1.jus.br/trf1/corregedoria-regional/gabinete"
corregedor,"🙎🏽  Para ter acesso aos canais de comunicação da *Corregedoria Regional*, clique no link https://www.trf1.jus.br/trf1/corregedoria-regional/gabinete"
ouvidoria,"🙎🏽  Para ter acesso aos canais de comunicação da *Ouvidoria*, clique no link https://www.trf1.jus.br/trf1/ouvidoria-da-justica-federal/ouvidoria-"
ouvidor,"🙎🏽  Para ter acesso aos canais de comunicação da *Ouvidoria*, clique no link https://www.trf1.jus.br/trf1/ouvidoria-da-justica-federal/ouvidoria-"
PA-SEI,"🙎🏽  O acesso externo ao *Sistema SEI* é feito de duas maneiras, a depender de sua finalidade:

1️⃣  – Para assinar documentos, é necessário um cadastro prévio no site do TRF1. É usado para representantes de empresas que precisam assinar contratos com a
Justiça Federal ou para pessoas físicas que estejam com demandas em processos Administrativos na Instituição. Nesse caso, o usuário externo não é servidor lotado
em nenhuma unidade do TRF1. 

Para se cadastrar, o usuário deve acessar o link:
https://sei.trf1.jus.br/sei/controlador_externo.php?acao=usuario_externo_enviar_cadastro&acao_origem=usuario_externo_avisar_cadastro&id_orgao_acesso_externo=0 
 
2️⃣ – Para acompanhar documentos ou inteiro teor de processos, a própria unidade dá a autorização ao usuário, pelo ícone (Gerenciar Disponibilizações
de Acesso Externo), cadastrando o nome, o e-mail e o período a que o usuário terá acesso ao processo.

O usuário será o _e-mail_ cadastrado e a pessoa acessará o SEI pelo link https://sei.trf1.jus.br/sei/controlador_externo.php?acao=usuario_externo_logar&id_orgao_acesso_externo=0"
sistema SEI,"🙎🏽  O acesso externo ao *Sistema SEI* é feito de duas maneiras, a depender de sua finalidade:

1️⃣  – Para assinar documentos, é necessário um cadastro prévio no site do TRF1. É usado para representantes de empresas que precisam assinar contratos com a
Justiça Federal ou para pessoas físicas que estejam com demandas em processos Administrativos na Instituição. Nesse caso, o usuário externo não é servidor lotado
em nenhuma unidade do TRF1. 

Para se cadastrar, o usuário deve acessar o link:
https://sei.trf1.jus.br/sei/controlador_externo.php?acao=usuario_externo_enviar_cadastro&acao_origem=usuario_externo_avisar_cadastro&id_orgao_acesso_externo=0 
 
2️⃣ – Para acompanhar documentos ou inteiro teor de processos, a própria unidade dá a autorização ao usuário, pelo ícone (Gerenciar Disponibilizações
de Acesso Externo), cadastrando o nome, o e-mail e o período a que o usuário terá acesso ao processo.

O usuário será o _e-mail_ cadastrado e a pessoa acessará o SEI pelo link https://sei.trf1.jus.br/sei/controlador_externo.php?acao=usuario_externo_logar&id_orgao_acesso_externo=0"
Sistema Eletrônico de Informação,"🙎🏽  O acesso externo ao *Sistema SEI* é feito de duas maneiras, a depender de sua finalidade:

1️⃣  – Para assinar documentos, é necessário um cadastro prévio no site do TRF1. É usado para representantes de empresas que precisam assinar contratos com a
Justiça Federal ou para pessoas físicas que estejam com demandas em processos Administrativos na Instituição. Nesse caso, o usuário externo não é servidor lotado
em nenhuma unidade do TRF1. 

Para se cadastrar, o usuário deve acessar o link:
https://sei.trf1.jus.br/sei/controlador_externo.php?acao=usuario_externo_enviar_cadastro&acao_origem=usuario_externo_avisar_cadastro&id_orgao_acesso_externo=0 
 
2️⃣ – Para acompanhar documentos ou inteiro teor de processos, a própria unidade dá a autorização ao usuário, pelo ícone (Gerenciar Disponibilizações
de Acesso Externo), cadastrando o nome, o e-mail e o período a que o usuário terá acesso ao processo.

O usuário será o _e-mail_ cadastrado e a pessoa acessará o SEI pelo link https://sei.trf1.jus.br/sei/controlador_externo.php?acao=usuario_externo_logar&id_orgao_acesso_externo=0"
central de mandados,"🙎🏽 *Central de Mandados*
📧 ceman.ba@trf1.jus.br 

📲 (71) 3617-2769"
ceman,"🙎🏽 *Central de Mandados*
📧 ceman.ba@trf1.jus.br 

📲 (71) 3617-2769"
mandados,"🙎🏽 *Central de Mandados*
📧 ceman.ba@trf1.jus.br 

📲 (71) 3617-2769"
mandado,"🙎🏽 *Central de Mandados*
📧 ceman.ba@trf1.jus.br 

📲 (71) 3617-2769"
autenticidade,"🙎🏽 Para conferir a *autenticidade de um documento gerado pelo PJE*, clique no link https://pje1g.trf1.jus.br/pje/Processo/ConsultaDocumento/listView.seam e informe o número do documento."
verificar documento do pje,"🙎🏽 Para conferir a *autenticidade de um documento gerado pelo PJE*, clique no link https://pje1g.trf1.jus.br/pje/Processo/ConsultaDocumento/listView.seam e informe o número do documento."
conferir documento,"🙎🏽 Para conferir a *autenticidade de um documento gerado pelo PJE*, clique no link https://pje1g.trf1.jus.br/pje/Processo/ConsultaDocumento/listView.seam e informe o número do documento."
recesso,"*ATENÇÃO: Durante o Recesso Forense, compreendido o período de 20 de dezembro a 6 de janeiro (Lei n° 5.010/66), os serviços essenciais da área administrativa e os judiciais das unidades plantonistas funcionarão em regime de plantão nos dias úteis, em turno único, no horário das 9h às 15h* Clique no link https://www.trf1.jus.br/sjba/plantao-judicial/plantao-judicial e acesse os *canais de atendimento disponíveis*. ‼️ Acompanhe as novas informações através da aba _AVISOS_ no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
receso,"*ATENÇÃO: Durante o Recesso Forense, compreendido o período de 20 de dezembro a 6 de janeiro (Lei n° 5.010/66), os serviços essenciais da área administrativa e os judiciais das unidades plantonistas funcionarão em regime de plantão nos dias úteis, em turno único, no horário das 9h às 15h* Clique no link https://www.trf1.jus.br/sjba/plantao-judicial/plantao-judicial e acesse os *canais de atendimento disponíveis*. ‼️ Acompanhe as novas informações através da aba _AVISOS_ no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
receço,"*ATENÇÃO: Durante o Recesso Forense, compreendido o período de 20 de dezembro a 6 de janeiro (Lei n° 5.010/66), os serviços essenciais da área administrativa e os judiciais das unidades plantonistas funcionarão em regime de plantão nos dias úteis, em turno único, no horário das 9h às 15h* Clique no link https://www.trf1.jus.br/sjba/plantao-judicial/plantao-judicial e acesse os *canais de atendimento disponíveis*. ‼️ Acompanhe as novas informações através da aba _AVISOS_ no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
receco,"*ATENÇÃO: Durante o Recesso Forense, compreendido o período de 20 de dezembro a 6 de janeiro (Lei n° 5.010/66), os serviços essenciais da área administrativa e os judiciais das unidades plantonistas funcionarão em regime de plantão nos dias úteis, em turno único, no horário das 9h às 15h* Clique no link https://www.trf1.jus.br/sjba/plantao-judicial/plantao-judicial e acesse os *canais de atendimento disponíveis*. ‼️ Acompanhe as novas informações através da aba _AVISOS_ no Portal da SJBA https://www.trf1.jus.br/sjba/imprensa/avisos"
